_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
14956,2023-01-08T13:30,2.049,3.595,5.718,6.061,155.09,25.840
14957,2023-01-08T14:00,1.997,3.581,5.720,10.000,144.36,25.840
14958,2023-01-08T14:30,1.982,3.487,6.047,10.526,129.86,25.840
14959,2023-01-08T15:00,1.898,2.975,5.597,6.667,135.31,25.840
14960,2023-01-08T15:30,1.982,4.049,5.761,9.524,161.33,25.840
14961,2023-01-08T16:00,1.928,3.236,5.777,9.524,153.07,25.840
14962,2023-01-08T16:30,1.994,3.197,5.828,9.091,161.42,25.840
14963,2023-01-08T17:00,1.952,3.180,5.933,9.091,152.19,25.890
14964,2023-01-08T17:30,1.906,2.991,5.946,10.526,135.49,25.840
14965,2023-01-08T18:00,1.843,3.486,5.673,9.091,160.36,25.840
14966,2023-01-08T18:30,1.909,2.909,5.741,9.524,155.97,25.840
14967,2023-01-08T19:00,1.882,2.843,5.981,10.000,152.80,25.840
14968,2023-01-08T19:30,1.875,3.529,5.915,9.091,167.57,25.700
14969,2023-01-08T20:00,2.001,3.409,5.888,9.091,162.65,25.750
14970,2023-01-08T20:30,1.889,3.131,5.775,9.524,152.36,25.750
14971,2023-01-08T21:00,1.949,3.623,6.067,9.091,152.36,25.750
14972,2023-01-08T21:30,1.728,3.272,5.635,8.696,154.39,25.660
14973,2023-01-08T22:00,1.812,2.983,5.508,9.524,138.83,25.660
14974,2023-01-08T22:30,1.821,2.890,5.806,9.091,154.91,25.660
14975,2023-01-08T23:00,1.816,3.115,5.596,9.524,130.91,25.660
14976,2023-01-08T23:30,1.850,3.128,5.583,10.000,130.91,25.660
14977,2023-01-09T00:00,1.753,2.732,5.586,9.091,130.91,25.610
14978,2023-01-09T00:30,1.732,2.533,6.019,8.696,137.60,25.610
14979,2023-01-09T01:00,1.917,2.977,5.831,10.000,123.44,25.610
14980,2023-01-09T01:30,1.769,2.647,5.725,9.524,153.33,25.610
14981,2023-01-09T02:00,2.010,3.790,5.929,9.091,143.66,25.610
14982,2023-01-09T02:30,1.821,3.451,5.815,8.000,156.76,25.610
14983,2023-01-09T03:00,1.923,3.301,5.875,8.696,115.79,25.610
14984,2023-01-09T03:30,2.055,3.437,6.243,9.091,148.94,25.660
14985,2023-01-09T04:00,2.183,3.276,6.473,9.091,160.63,25.700
14986,2023-01-09T04:30,1.960,3.135,6.180,8.696,147.44,25.800
14987,2023-01-09T05:00,2.118,3.356,6.368,9.091,154.65,25.800
14988,2023-01-09T05:30,2.196,3.304,6.428,8.696,158.69,25.800
14989,2023-01-09T06:00,1.993,3.098,6.189,8.696,158.43,25.800
14990,2023-01-09T06:30,1.851,3.305,6.111,8.696,152.19,25.800
14991,2023-01-09T07:00,1.967,4.013,6.192,8.696,158.69,25.800
14992,2023-01-09T07:30,1.887,3.162,6.467,8.696,153.33,25.800
14993,2023-01-09T08:00,1.929,3.088,6.428,7.692,151.22,25.800
14994,2023-01-09T08:30,1.760,3.083,6.389,9.524,126.43,25.840
14995,2023-01-09T09:00,1.752,3.456,6.495,10.000,130.74,25.940
14996,2023-01-09T09:30,1.499,2.271,6.147,8.000,137.77,25.990
14997,2023-01-09T10:00,1.773,3.128,6.785,9.091,146.30,26.080
14998,2023-01-09T10:30,1.754,2.873,6.625,8.696,150.52,26.170
14999,2023-01-09T11:00,1.740,2.658,6.573,8.696,133.38,26.270
15000,2023-01-09T11:30,1.704,2.580,6.660,8.696,158.87,26.460
15001,2023-01-09T12:00,1.733,2.841,6.757,8.696,159.66,26.550
15002,2023-01-09T12:30,1.675,2.404,6.852,8.696,150.17,26.700
15003,2023-01-09T13:00,1.609,2.419,6.428,9.091,142.34,26.890
15004,2023-01-09T13:30,1.676,2.453,6.822,8.696,161.24,26.980
15005,2023-01-09T14:00,1.586,2.690,6.736,9.091,164.94,26.980
15006,2023-01-09T14:30,1.715,2.764,6.877,8.333,156.14,27.080
15007,2023-01-09T15:00,1.613,2.881,6.626,10.526,151.75,26.890
15008,2023-01-09T15:30,1.666,2.740,6.428,8.333,154.12,26.840
15009,2023-01-09T16:00,1.597,2.521,6.538,8.333,154.39,26.700
15010,2023-01-09T16:30,1.695,2.792,6.632,8.696,155.27,26.600
15011,2023-01-09T17:00,1.614,2.499,6.578,9.524,139.79,26.550
15012,2023-01-09T17:30,1.678,3.010,6.618,8.333,152.80,26.550
15013,2023-01-09T18:00,1.777,3.164,6.846,9.091,147.27,26.510
15014,2023-01-09T18:30,1.657,3.102,6.323,10.526,141.64,26.170
15015,2023-01-09T19:00,1.704,3.202,6.754,10.526,134.17,26.360
15016,2023-01-09T19:30,1.768,3.562,6.699,11.111,152.10,26.320
15017,2023-01-09T20:00,1.727,3.255,6.701,10.526,145.51,26.270
15018,2023-01-09T20:30,1.636,2.423,6.609,8.696,161.68,26.270
15019,2023-01-09T21:00,1.648,2.551,6.760,10.000,151.22,26.170
15020,2023-01-09T21:30,1.632,3.100,6.804,10.000,139.79,26.130
15021,2023-01-09T22:00,1.569,2.582,6.912,10.000,148.14,26.130
15022,2023-01-09T22:30,1.612,2.975,6.717,10.000,159.84,26.220
15023,2023-01-09T23:00,1.606,2.395,6.565,10.526,144.01,26.170
15024,2023-01-09T23:30,1.628,2.687,6.596,7.407,149.73,26.170
15025,2023-01-10T00:00,1.461,2.252,6.471,10.526,139.71,26.130
15026,2023-01-10T00:30,1.595,2.389,6.860,10.526,131.79,26.130
15027,2023-01-10T01:00,1.552,2.493,6.893,10.526,136.36,26.170
15028,2023-01-10T01:30,1.513,2.541,6.744,7.407,155.44,26.270
15029,2023-01-10T02:00,1.500,2.649,6.534,10.000,131.97,26.220
15030,2023-01-10T02:30,1.569,2.848,6.481,9.091,141.38,26.170
15031,2023-01-10T03:00,1.427,2.429,5.950,9.524,144.54,26.170
15032,2023-01-10T03:30,1.504,2.196,6.645,9.091,141.46,26.130
15033,2023-01-10T04:00,1.510,2.699,6.312,10.000,142.34,26.080
15034,2023-01-10T04:30,1.523,2.287,6.488,10.000,138.30,26.080
15035,2023-01-10T05:00,1.568,2.534,6.443,10.000,142.25,26.130
15036,2023-01-10T05:30,1.400,2.354,5.970,9.524,139.71,26.130
15037,2023-01-10T06:00,1.510,3.165,5.962,7.407,146.83,26.130
15038,2023-01-10T06:30,1.540,2.506,6.109,6.897,159.49,26.130
15039,2023-01-10T07:00,1.471,2.495,5.978,9.524,149.38,26.130
15040,2023-01-10T07:30,1.492,2.393,5.991,10.000,152.10,26.170
15041,2023-01-10T08:00,1.541,3.004,6.213,10.000,149.29,26.170
15042,2023-01-10T08:30,1.419,2.345,6.145,9.524,144.54,26.220
15043,2023-01-10T09:00,1.499,2.357,6.215,8.333,151.75,26.220
15044,2023-01-10T09:30,1.472,2.525,6.089,8.696,144.01,26.270
15045,2023-01-10T10:00,1.388,2.146,6.101,9.524,135.93,26.320
15046,2023-01-10T10:30,1.479,2.137,6.341,9.524,150.17,26.320
15047,2023-01-10T11:00,1.500,2.561,5.845,10.526,149.82,26.360
15048,2023-01-10T11:30,1.476,2.651,5.777,9.524,144.54,26.410
15049,2023-01-10T12:00,1.551,2.529,5.704,9.091,142.34,26.410
15050,2023-01-10T12:30,1.575,3.072,5.592,10.000,143.31,26.410
15051,2023-01-10T13:00,1.617,2.896,5.419,10.000,155.18,26.410
15052,2023-01-10T13:30,1.574,2.816,5.443,7.143,156.41,26.410
15053,2023-01-10T14:00,1.870,3.268,5.540,10.000,156.50,26.410
15054,2023-01-10T14:30,1.861,3.079,5.723,6.667,150.96,26.410
15055,2023-01-10T15:00,1.870,2.858,5.569,7.143,163.35,26.360
15056,2023-01-10T15:30,1.821,2.988,5.372,10.000,137.07,26.360
15057,2023-01-10T16:00,2.005,3.531,5.947,6.897,157.82,26.410
15058,2023-01-10T16:30,2.133,3.116,5.970,7.143,160.89,26.410
15059,2023-01-10T17:00,2.345,3.831,6.093,6.667,160.01,26.360
15060,2023-01-10T17:30,2.463,4.106,6.163,7.143,163.27,26.360
15061,2023-01-10T18:00,2.498,5.078,6.015,7.407,162.47,26.360
15062,2023-01-10T18:30,2.442,4.195,6.011,6.897,158.78,26.320
15063,2023-01-10T19:00,2.295,3.929,5.825,7.143,157.90,26.270
15064,2023-01-10T19:30,2.460,4.381,6.100,6.667,276.94,26.220
15065,2023-01-10T20:00,2.252,4.182,6.088,7.143,172.23,26.130
15066,2023-01-10T20:30,2.246,3.767,5.891,6.897,160.54,26.130
15067,2023-01-10T21:00,2.216,3.936,5.864,7.407,158.78,26.080
15068,2023-01-10T21:30,2.223,4.062,5.786,6.897,162.65,26.080
15069,2023-01-10T22:00,2.272,4.371,5.919,7.143,162.30,26.030
15070,2023-01-10T22:30,2.336,4.523,5.981,7.407,161.24,26.130
15071,2023-01-10T23:00,2.430,4.039,6.195,7.692,162.21,26.170
15072,2023-01-10T23:30,2.392,4.209,6.001,7.143,159.93,26.170
15073,2023-01-11T00:00,2.283,3.494,5.995,7.407,168.72,26.170
15074,2023-01-11T00:30,2.495,4.906,6.203,7.407,165.82,26.130
15075,2023-01-11T01:00,2.435,4.663,6.069,7.407,171.00,26.130
15076,2023-01-11T01:30,2.494,3.813,6.008,8.000,164.76,26.130
15077,2023-01-11T02:00,2.589,4.401,6.298,7.407,160.36,26.130
15078,2023-01-11T02:30,2.865,5.415,6.361,7.692,164.67,26.130
15079,2023-01-11T03:00,2.578,4.630,6.276,8.000,160.80,26.130
15080,2023-01-11T03:30,2.713,4.146,6.595,8.333,150.87,26.130
15081,2023-01-11T04:00,2.540,5.630,6.123,7.692,159.66,26.080
15082,2023-01-11T04:30,2.568,3.985,6.167,8.000,160.01,26.080
15083,2023-01-11T05:00,2.556,4.255,6.226,8.333,162.47,26.030
15084,2023-01-11T05:30,2.501,3.942,6.275,8.333,168.19,26.080
15085,2023-01-11T06:00,2.439,3.969,6.167,10.000,142.87,26.080
15086,2023-01-11T06:30,2.509,4.237,6.447,8.333,165.90,26.080
15087,2023-01-11T07:00,2.546,4.290,6.358,8.000,162.12,26.080
15088,2023-01-11T07:30,2.521,4.428,6.625,8.333,169.24,26.080
15089,2023-01-11T08:00,2.492,3.864,6.425,8.333,169.51,26.130
15090,2023-01-11T08:30,2.317,4.146,6.269,8.696,147.79,26.130
15091,2023-01-11T09:00,2.249,3.771,6.431,7.692,156.14,26.130
15092,2023-01-11T09:30,2.257,3.955,6.340,8.333,164.41,26.130
15093,2023-01-11T10:00,2.260,3.770,6.451,8.000,163.44,26.170
15094,2023-01-11T10:30,2.217,3.777,6.193,8.696,153.95,26.170
15095,2023-01-11T11:00,2.180,3.865,5.969,7.692,175.49,26.170
15096,2023-01-11T11:30,2.379,3.872,6.483,8.000,165.99,26.220
15097,2023-01-11T12:00,2.223,3.626,6.242,8.333,162.47,26.170
15098,2023-01-11T12:30,2.271,3.662,6.484,7.692,163.09,26.170
15099,2023-01-11T13:00,2.278,3.668,6.212,8.333,170.39,26.220
15100,2023-01-11T13:30,2.216,3.553,6.192,8.333,173.64,26.220
15101,2023-01-11T14:00,2.232,3.419,6.479,8.696,169.51,26.270
15102,2023-01-11T14:30,2.090,3.640,6.283,8.333,166.96,26.270
15103,2023-01-11T15:00,2.004,3.361,6.048,7.692,169.95,26.270
15104,2023-01-11T15:30,2.019,3.605,6.221,8.000,160.80,26.270
15105,2023-01-11T16:00,2.019,3.326,6.236,8.333,167.05,26.270
15106,2023-01-11T16:30,2.061,3.346,5.911,8.000,172.76,26.270
15107,2023-01-11T17:00,2.250,3.809,6.175,8.000,167.13,26.270
15108,2023-01-11T17:30,2.138,3.400,6.212,8.333,170.65,26.270
15109,2023-01-11T18:00,2.137,3.942,6.031,7.692,171.09,26.220
15110,2023-01-11T18:30,2.262,3.520,6.239,8.333,166.69,26.220
15111,2023-01-11T19:00,2.152,3.427,6.113,6.897,165.64,26.220
15112,2023-01-11T19:30,2.235,3.418,6.168,8.000,166.17,26.170
15113,2023-01-11T20:00,2.136,3.654,5.981,7.692,170.74,26.170
15114,2023-01-11T20:30,2.192,4.156,6.287,8.000,161.07,26.130
15115,2023-01-11T21:00,2.050,3.733,5.942,8.000,159.05,26.220
15116,2023-01-11T21:30,2.080,3.167,6.031,8.333,164.85,26.170
15117,2023-01-11T22:00,2.094,3.478,5.966,8.000,159.84,26.220
15118,2023-01-11T22:30,2.179,3.353,6.461,8.000,157.11,26.220
15119,2023-01-11T23:00,2.022,3.599,6.065,8.000,169.33,26.220
15120,2023-01-11T23:30,1.891,3.328,6.021,7.692,164.76,26.220
15121,2023-01-12T00:00,2.005,3.491,6.010,7.692,164.58,26.220
15122,2023-01-12T00:30,1.817,3.067,5.737,8.333,160.89,26.220
15123,2023-01-12T01:00,1.855,3.497,5.899,7.692,160.19,26.170
15124,2023-01-12T01:30,1.854,2.944,5.963,10.000,118.08,26.170
15125,2023-01-12T02:00,1.779,2.985,5.916,7.692,166.08,26.170
15126,2023-01-12T02:30,1.750,3.550,6.083,8.000,162.47,26.320
15127,2023-01-12T03:00,1.796,2.949,6.273,8.000,120.45,26.360
15128,2023-01-12T03:30,1.692,2.670,5.872,7.407,154.91,26.270
15129,2023-01-12T04:00,1.728,2.921,6.118,7.407,161.07,26.220
15130,2023-01-12T04:30,1.574,2.723,5.834,9.524,125.02,26.170
15131,2023-01-12T05:00,1.575,2.674,5.550,7.692,159.05,26.130
15132,2023-01-12T05:30,1.577,2.763,5.953,7.407,158.52,26.130
15133,2023-01-12T06:00,1.591,2.688,5.799,7.407,153.51,26.080
15134,2023-01-12T06:30,1.579,2.637,5.803,7.692,163.09,26.080
15135,2023-01-12T07:00,1.521,3.077,5.870,7.692,131.00,26.030
15136,2023-01-12T07:30,1.593,2.965,5.728,7.143,159.31,26.030
15137,2023-01-12T08:00,1.575,2.487,5.881,8.000,163.27,26.030
15138,2023-01-12T08:30,1.538,2.502,5.968,8.696,144.19,26.030
15139,2023-01-12T09:00,1.473,2.709,5.873,7.692,160.45,26.080
15140,2023-01-12T09:30,1.497,2.787,6.131,8.333,143.31,26.130
15141,2023-01-12T10:00,1.447,2.344,5.832,9.091,167.49,26.130
15142,2023-01-12T10:30,1.466,2.643,5.889,7.692,159.31,26.130
15143,2023-01-12T11:00,1.474,2.535,6.029,8.000,155.44,26.130
15144,2023-01-12T11:30,1.492,2.751,5.649,7.407,169.42,26.130
15145,2023-01-12T12:00,1.481,2.381,5.816,8.000,166.87,26.130
15146,2023-01-12T12:30,1.401,2.352,5.904,8.000,161.68,26.220
15147,2023-01-12T13:00,1.394,2.257,5.446,7.692,167.13,26.170
15148,2023-01-12T13:30,1.374,2.184,5.647,10.000,160.80,26.170
15149,2023-01-12T14:00,1.471,2.588,5.596,8.000,144.72,26.220
15150,2023-01-12T14:30,1.416,2.672,5.619,7.407,167.84,26.270
15151,2023-01-12T15:00,1.497,2.030,5.843,8.000,169.95,26.270
15152,2023-01-12T15:30,1.476,2.482,5.779,7.407,165.29,26.320
15153,2023-01-12T16:00,1.399,2.090,5.322,6.897,151.31,26.320
15154,2023-01-12T16:30,1.553,2.821,5.835,7.692,144.80,26.270
15155,2023-01-12T17:00,1.451,2.437,5.388,9.091,136.19,26.220
15156,2023-01-12T17:30,1.432,2.284,5.650,8.000,147.00,26.170
15157,2023-01-12T18:00,1.474,2.321,5.647,7.692,142.17,26.170
15158,2023-01-12T18:30,1.489,2.329,5.567,7.143,152.98,26.170
15159,2023-01-12T19:00,1.419,2.225,5.259,8.000,132.94,26.170
15160,2023-01-12T19:30,1.469,2.097,5.711,7.692,136.72,26.170
15161,2023-01-12T20:00,1.411,2.355,5.236,7.143,147.88,26.130
15162,2023-01-12T20:30,1.524,2.633,5.715,8.000,145.51,26.130
15163,2023-01-12T21:00,1.431,2.491,5.561,7.143,146.56,26.130
15164,2023-01-12T21:30,1.423,2.743,5.641,9.091,139.53,26.080
15165,2023-01-12T22:00,1.437,2.448,5.685,7.692,157.20,26.080
15166,2023-01-12T22:30,1.454,2.237,5.595,8.000,154.56,26.080
15167,2023-01-12T23:00,1.399,2.207,5.628,7.407,144.28,26.080
15168,2023-01-12T23:30,1.550,2.222,5.971,7.692,149.29,26.080
15169,2023-01-13T00:00,1.488,2.454,5.725,7.692,148.14,26.080
15170,2023-01-13T00:30,1.414,2.399,5.500,8.696,131.97,26.030
15171,2023-01-13T01:00,1.363,2.328,5.694,7.407,119.57,26.030
15172,2023-01-13T01:30,1.482,2.279,5.824,6.667,148.85,26.030
15173,2023-01-13T02:00,1.523,2.382,5.724,7.692,149.11,26.030
15174,2023-01-13T02:30,1.424,2.595,5.522,12.500,124.23,26.030
15175,2023-01-13T03:00,1.513,2.806,5.794,8.333,119.75,26.030
15176,2023-01-13T03:30,1.529,2.524,5.995,12.500,110.96,26.030
15177,2023-01-13T04:00,1.591,2.965,5.708,12.500,112.98,26.030
15178,2023-01-13T04:30,1.575,2.540,5.951,12.500,116.50,26.030
15179,2023-01-13T05:00,1.523,2.277,5.727,12.500,119.13,26.030
15180,2023-01-13T05:30,1.514,2.365,5.732,12.500,122.39,26.030
15181,2023-01-13T06:00,1.617,2.489,5.864,12.500,119.66,26.030
15182,2023-01-13T06:30,1.531,2.413,5.690,12.500,112.36,25.990
15183,2023-01-13T07:00,1.571,2.383,5.673,12.500,131.44,25.990
15184,2023-01-13T07:30,1.492,2.594,5.522,11.765,106.65,25.990
15185,2023-01-13T08:00,1.527,2.475,5.628,12.500,118.87,25.990
15186,2023-01-13T08:30,1.499,2.289,5.566,11.765,118.17,25.990
15187,2023-01-13T09:00,1.430,2.296,5.501,12.500,112.89,25.990
15188,2023-01-13T09:30,1.441,2.223,5.478,11.111,156.76,26.030
15189,2023-01-13T10:00,1.514,2.537,5.736,12.500,122.04,26.030
15190,2023-01-13T10:30,1.446,2.795,5.425,11.765,119.22,26.080
15191,2023-01-13T11:00,1.399,2.320,5.203,5.128,127.22,26.080
15192,2023-01-13T11:30,1.502,2.685,5.408,11.111,154.47,26.130
15193,2023-01-13T12:00,1.405,2.728,5.452,5.556,127.93,26.170
15194,2023-01-13T12:30,1.441,2.456,5.600,11.765,117.64,26.130
15195,2023-01-13T13:00,1.406,2.545,5.546,12.500,128.19,26.170
15196,2023-01-13T13:30,1.455,2.212,5.172,11.111,125.46,26.170
15197,2023-01-13T14:00,1.409,2.319,5.296,8.000,112.28,26.170
15198,2023-01-13T14:30,1.508,2.466,5.350,12.500,133.11,26.170
15199,2023-01-13T15:00,1.534,2.442,5.557,5.556,144.45,26.170
15200,2023-01-13T15:30,1.630,3.200,5.432,5.714,151.05,26.170
15201,2023-01-13T16:00,1.567,2.763,5.427,5.882,160.01,26.170
15202,2023-01-13T16:30,1.639,2.248,5.569,5.556,145.07,26.170
15203,2023-01-13T17:00,1.596,2.608,5.327,5.882,159.05,26.170
15204,2023-01-13T17:30,1.688,2.706,5.593,6.061,146.39,26.170
15205,2023-01-13T18:00,1.760,2.831,5.388,6.250,142.17,26.170
15206,2023-01-13T18:30,1.750,2.886,5.780,6.667,151.75,26.130
15207,2023-01-13T19:00,1.690,3.506,5.562,6.250,133.20,26.170
15208,2023-01-13T19:30,1.645,2.858,5.573,6.250,143.66,26.130
15209,2023-01-13T20:00,1.618,2.824,5.834,6.452,148.50,26.130
15210,2023-01-13T20:30,1.585,3.247,5.650,10.000,114.47,26.080
15211,2023-01-13T21:00,1.544,3.130,5.585,5.556,127.13,26.080
15212,2023-01-13T21:30,1.493,2.187,5.457,6.061,154.03,26.080
15213,2023-01-13T22:00,1.553,2.925,5.540,6.061,153.86,26.080
15214,2023-01-13T22:30,1.551,2.568,5.369,6.250,161.77,26.030
15215,2023-01-13T23:00,1.556,2.481,5.452,6.250,142.69,26.080
15216,2023-01-13T23:30,1.652,2.773,5.559,7.692,129.42,26.080
15217,2023-01-14T00:00,1.674,2.760,5.490,8.696,143.57,26.080
15218,2023-01-14T00:30,1.637,2.863,5.674,5.882,132.14,26.080
15219,2023-01-14T01:00,1.682,2.752,5.316,5.882,125.64,26.080
15220,2023-01-14T01:30,1.757,2.902,5.436,9.524,144.19,26.030
15221,2023-01-14T02:00,1.821,3.029,5.266,5.714,119.49,26.030
15222,2023-01-14T02:30,1.638,2.728,5.318,5.556,118.08,26.030
15223,2023-01-14T03:00,1.520,2.426,5.589,8.333,137.24,25.990
15224,2023-01-14T03:30,1.400,2.572,5.415,11.765,119.13,25.990
15225,2023-01-14T04:00,1.503,2.395,5.493,11.111,133.38,25.990
15226,2023-01-14T04:30,1.535,2.179,5.748,11.111,128.98,25.990
15227,2023-01-14T05:00,1.537,2.450,5.491,11.111,144.19,25.990
15228,2023-01-14T05:30,1.819,2.839,5.894,11.111,125.55,25.990
15229,2023-01-14T06:00,1.746,2.742,5.559,11.111,133.38,25.940
15230,2023-01-14T06:30,1.810,2.777,5.688,11.111,125.99,25.940
15231,2023-01-14T07:00,1.779,3.075,5.366,11.765,127.93,25.940
15232,2023-01-14T07:30,1.770,3.205,5.455,10.526,123.88,25.940
15233,2023-01-14T08:00,1.823,3.070,5.349,10.000,126.17,25.890
15234,2023-01-14T08:30,1.919,2.895,5.981,11.111,125.82,25.890
15235,2023-01-14T09:00,1.801,2.995,5.449,10.526,144.89,25.890
15236,2023-01-14T09:30,1.786,3.001,5.636,11.111,132.23,25.940
15237,2023-01-14T10:00,1.800,3.606,5.523,5.882,125.82,25.990
15238,2023-01-14T10:30,1.917,2.999,5.659,10.526,124.94,25.990
15239,2023-01-14T11:00,1.771,2.759,5.485,10.526,118.96,25.990
15240,2023-01-14T11:30,1.697,3.281,5.252,10.526,127.66,25.990
15241,2023-01-14T12:00,1.755,2.980,5.349,10.000,127.40,26.030
15242,2023-01-14T12:30,1.701,3.309,5.398,10.526,131.71,26.030
15243,2023-01-14T13:00,1.805,3.091,5.839,10.000,119.66,26.030
15244,2023-01-14T13:30,1.754,2.695,5.472,9.524,127.05,26.030
15245,2023-01-14T14:00,1.661,2.939,5.594,11.111,120.54,26.130
15246,2023-01-14T14:30,1.860,3.164,5.963,10.000,127.57,26.130
15247,2023-01-14T15:00,1.651,2.667,5.571,11.111,117.64,26.130
15248,2023-01-14T15:30,1.688,3.007,5.708,10.000,110.96,26.130
15249,2023-01-14T16:00,1.731,2.576,5.720,11.111,127.66,26.130
15250,2023-01-14T16:30,1.609,2.475,5.675,10.000,146.39,26.130
15251,2023-01-14T17:00,1.680,2.649,5.718,9.524,138.56,26.130
15252,2023-01-14T17:30,1.585,2.627,5.534,10.526,142.52,26.130
15253,2023-01-14T18:00,1.523,2.451,5.321,9.524,119.05,26.130
15254,2023-01-14T18:30,1.670,3.182,5.266,10.000,121.33,26.080
15255,2023-01-14T19:00,1.523,2.337,5.003,6.061,137.68,26.030
15256,2023-01-14T19:30,1.561,2.524,5.462,9.524,125.82,26.030
15257,2023-01-14T20:00,1.618,2.775,5.453,9.524,127.13,25.990
15258,2023-01-14T20:30,1.566,2.439,5.336,9.091,141.02,25.990
15259,2023-01-14T21:00,1.604,2.755,5.587,9.091,144.10,25.940
15260,2023-01-14T21:30,1.597,2.689,5.636,9.524,138.12,25.940
15261,2023-01-14T22:00,1.668,2.705,5.772,9.524,132.94,25.890
15262,2023-01-14T22:30,1.582,2.564,5.596,9.091,138.03,25.890
15263,2023-01-14T23:00,1.526,2.656,5.466,9.091,138.65,25.890
15264,2023-01-14T23:30,1.474,3.076,5.248,9.091,129.24,25.890
15265,2023-01-15T00:00,1.611,2.590,5.478,9.524,128.01,25.890
15266,2023-01-15T00:30,1.506,2.554,5.345,6.452,108.58,25.890
15267,2023-01-15T01:00,1.622,2.749,5.627,9.091,121.24,25.840
15268,2023-01-15T01:30,1.496,2.364,5.282,7.143,98.30,25.840
15269,2023-01-15T02:00,1.342,2.456,5.053,6.667,102.34,25.840
15270,2023-01-15T02:30,1.469,2.249,5.087,6.452,116.50,25.840
15271,2023-01-15T03:00,1.573,2.874,5.300,9.091,126.43,25.840
15272,2023-01-15T03:30,1.429,2.319,5.274,9.091,132.76,25.840
15273,2023-01-15T04:00,1.417,2.540,5.137,6.061,94.78,25.800
15274,2023-01-15T04:30,1.568,2.649,5.253,8.696,124.76,25.800
15275,2023-01-15T05:00,1.535,2.799,5.143,8.696,119.66,25.800
15276,2023-01-15T05:30,1.412,2.508,5.196,6.250,104.80,25.800
15277,2023-01-15T06:00,1.400,2.186,5.098,6.452,104.89,25.800
15278,2023-01-15T06:30,1.407,2.339,5.026,5.882,85.20,25.750
15279,2023-01-15T07:00,1.273,2.080,4.622,6.250,105.24,25.800
15280,2023-01-15T07:30,1.335,2.055,4.762,5.882,95.22,25.800
15281,2023-01-15T08:00,1.265,2.455,4.614,6.452,115.97,25.800
15282,2023-01-15T08:30,1.378,2.173,4.909,9.524,128.80,25.800
15283,2023-01-15T09:00,1.299,2.129,4.755,8.696,89.60,25.800
15284,2023-01-15T09:30,1.253,2.423,4.788,6.061,86.87,25.800
15285,2023-01-15T10:00,1.344,2.668,4.753,5.556,96.01,25.840
15286,2023-01-15T10:30,1.294,2.077,4.990,9.524,95.93,25.840
15287,2023-01-15T11:00,1.301,2.263,4.841,5.556,126.96,25.840
15288,2023-01-15T11:30,1.216,1.936,4.837,6.250,115.97,25.890
15289,2023-01-15T12:00,1.222,1.810,4.769,5.556,105.95,25.940
15290,2023-01-15T12:30,1.172,1.950,4.850,6.667,108.06,25.940
15291,2023-01-15T13:00,1.233,1.814,4.947,5.882,99.97,25.940
15292,2023-01-15T13:30,1.097,1.993,4.609,6.061,94.43,25.990
15293,2023-01-15T14:00,1.105,1.846,4.655,9.524,126.34,25.990
15294,2023-01-15T14:30,1.226,2.106,4.875,5.882,103.22,25.990
15295,2023-01-15T15:00,1.171,2.459,4.736,10.526,142.08,25.990
15296,2023-01-15T15:30,1.243,2.164,4.916,6.250,100.32,25.990
15297,2023-01-15T16:00,1.189,1.938,4.862,6.061,95.40,26.030
15298,2023-01-15T16:30,1.189,1.797,4.840,6.667,110.25,25.990
15299,2023-01-15T17:00,1.253,1.984,5.083,6.061,142.61,25.990
15300,2023-01-15T17:30,1.245,2.042,4.905,9.091,126.96,26.030
15301,2023-01-15T18:00,1.222,2.241,4.871,5.556,109.82,26.030
15302,2023-01-15T18:30,1.234,2.054,4.640,6.061,111.93,26.030
15303,2023-01-15T19:00,1.295,2.165,4.610,6.250,116.85,26.030
15304,2023-01-15T19:30,1.226,1.958,4.697,5.263,120.45,26.030
15305,2023-01-15T20:00,1.294,2.153,4.629,4.878,118.87,26.030
15306,2023-01-15T20:30,1.259,2.114,4.807,5.556,115.88,26.030
15307,2023-01-15T21:00,1.259,2.167,4.714,6.061,114.39,26.030
15308,2023-01-15T21:30,1.260,2.060,4.941,5.882,103.57,26.030
15309,2023-01-15T22:00,1.257,2.323,4.682,6.250,113.68,26.030
15310,2023-01-15T22:30,1.346,2.240,4.856,6.250,113.33,26.030
15311,2023-01-15T23:00,1.338,2.006,5.047,6.667,112.45,26.030
15312,2023-01-15T23:30,1.260,1.915,4.666,6.452,83.88,26.030
15313,2023-01-16T00:00,1.292,2.244,4.777,6.452,101.11,26.080
15314,2023-01-16T00:30,1.259,2.249,4.831,6.897,99.09,26.030
15315,2023-01-16T01:00,1.299,2.522,4.850,6.250,98.39,26.030
15316,2023-01-16T01:30,1.266,2.096,4.872,5.405,117.64,26.030
15317,2023-01-16T02:00,1.188,2.043,4.566,6.452,96.36,26.030
15318,2023-01-16T02:30,1.155,1.859,4.494,5.882,92.67,26.030
15319,2023-01-16T03:00,1.214,1.948,4.675,5.714,90.83,25.990
15320,2023-01-16T03:30,1.172,1.978,4.595,6.250,88.36,25.990
15321,2023-01-16T04:00,1.211,2.215,4.540,5.882,92.06,25.940
