_id,Date/Time (AEST),Hs (m),Hmax (m),Tz (s),Tp (s),Peak Direction (degrees),SST (degrees C)
15727,2023-01-24T15:00,1.402,2.218,6.993,10.526,96.19,27.030
15728,2023-01-24T15:30,1.413,2.577,5.966,10.526,93.11,26.930
15729,2023-01-24T16:00,1.464,2.609,6.062,10.000,90.30,26.930
15730,2023-01-24T16:30,1.478,2.579,6.103,10.526,95.92,26.890
15731,2023-01-24T17:00,1.546,2.649,5.870,9.524,95.66,26.600
15732,2023-01-24T17:30,1.552,2.676,6.097,10.526,92.76,26.550
15733,2023-01-24T18:00,1.465,2.407,5.932,10.000,88.10,26.360
15734,2023-01-24T18:30,1.460,2.527,5.858,10.526,103.40,26.270
15735,2023-01-24T19:00,1.355,2.263,5.774,10.526,106.12,26.270
15736,2023-01-24T19:30,1.303,2.227,5.990,10.526,96.80,26.460
15737,2023-01-24T20:00,1.286,1.983,5.730,10.526,94.96,26.270
15738,2023-01-24T20:30,1.310,2.437,6.011,10.000,92.85,26.170
15739,2023-01-24T21:00,1.295,2.079,6.279,10.000,101.73,26.130
15740,2023-01-24T21:30,1.260,2.327,6.389,10.526,103.40,26.220
15741,2023-01-24T22:00,1.425,2.427,7.025,10.526,105.68,26.410
15742,2023-01-24T22:30,1.312,2.172,6.972,9.524,105.07,26.510
15743,2023-01-24T23:00,1.221,1.859,5.189,10.526,103.22,26.550
15744,2023-01-24T23:30,1.292,2.235,4.744,9.091,106.12,26.550
15745,2023-01-25T00:00,1.193,2.457,4.386,8.333,100.94,26.600
15746,2023-01-25T00:30,1.233,2.062,4.347,10.000,96.63,26.600
15747,2023-01-25T01:00,1.083,1.902,4.306,9.524,99.00,26.550
15748,2023-01-25T01:30,1.193,2.019,5.132,10.000,105.77,26.600
15749,2023-01-25T02:00,1.172,2.174,4.899,8.696,85.46,26.550
15750,2023-01-25T02:30,1.149,2.097,5.212,10.000,102.78,26.550
15751,2023-01-25T03:00,1.160,2.067,5.587,9.524,93.99,26.510
15752,2023-01-25T03:30,1.168,1.819,6.207,9.524,100.67,26.510
15753,2023-01-25T04:00,1.146,2.065,6.302,9.524,108.32,26.510
15754,2023-01-25T04:30,1.117,2.132,6.545,9.091,104.63,26.510
15755,2023-01-25T05:00,1.114,1.891,6.405,9.524,103.22,26.460
15756,2023-01-25T05:30,1.125,2.166,6.642,9.524,106.39,26.410
15757,2023-01-25T06:00,1.119,1.884,6.661,9.091,104.98,26.410
15758,2023-01-25T06:30,1.123,1.853,6.699,9.091,112.63,26.410
15759,2023-01-25T07:00,1.086,1.591,6.455,8.696,108.41,26.410
15760,2023-01-25T07:30,1.143,1.827,6.712,9.091,109.38,26.460
15761,2023-01-25T08:00,1.102,1.672,6.811,9.091,107.88,26.460
15762,2023-01-25T08:30,1.037,1.638,6.553,9.091,118.08,26.790
15763,2023-01-25T09:00,1.181,2.035,6.842,8.000,117.11,27.030
15764,2023-01-25T09:30,1.093,2.105,6.264,9.091,112.10,27.170
15765,2023-01-25T10:00,1.112,1.976,6.873,9.091,123.88,27.220
15766,2023-01-25T10:30,1.169,1.788,7.170,9.091,118.52,27.030
15767,2023-01-25T11:00,1.061,2.077,6.769,9.524,119.05,27.130
15768,2023-01-25T11:30,1.062,1.985,6.795,9.524,105.07,27.080
15769,2023-01-25T12:00,1.082,1.733,6.911,9.091,109.82,27.270
15770,2023-01-25T12:30,0.991,1.804,5.581,9.091,111.92,27.610
15771,2023-01-25T13:00,0.953,1.950,4.991,9.091,118.87,27.270
15772,2023-01-25T13:30,1.103,1.845,5.590,9.091,111.84,27.220
15773,2023-01-25T14:00,1.079,1.693,5.186,9.524,113.60,27.410
15774,2023-01-25T14:30,1.099,2.191,5.031,8.696,109.90,27.320
15775,2023-01-25T15:00,1.012,1.838,4.516,9.091,111.22,27.370
15776,2023-01-25T15:30,1.099,2.021,4.478,9.524,112.01,27.270
15777,2023-01-25T16:00,1.094,2.051,4.302,9.091,105.42,27.270
15778,2023-01-25T16:30,1.047,2.009,4.407,9.091,117.73,27.220
15779,2023-01-25T17:00,1.081,1.850,4.474,9.091,116.50,27.220
15780,2023-01-25T17:30,1.083,1.827,4.469,8.333,117.73,27.270
15781,2023-01-25T18:00,0.975,1.939,3.987,9.091,111.13,27.270
15782,2023-01-25T18:30,0.967,1.777,4.331,8.696,115.53,27.220
15783,2023-01-25T19:00,0.954,1.659,4.376,8.696,113.33,27.270
15784,2023-01-25T19:30,0.909,1.571,3.922,9.091,122.56,27.410
15785,2023-01-25T20:00,0.963,1.659,4.069,8.333,121.42,27.370
15786,2023-01-25T20:30,0.880,1.925,3.683,8.333,120.19,27.460
15787,2023-01-25T21:00,0.978,1.946,3.828,9.091,111.57,27.460
15788,2023-01-25T21:30,0.910,1.746,3.840,8.696,108.76,27.410
15789,2023-01-25T22:00,0.945,1.845,4.009,9.091,105.42,27.510
15790,2023-01-25T22:30,0.906,1.635,3.937,9.524,112.80,27.510
15791,2023-01-25T23:00,0.897,1.772,3.812,8.333,108.23,27.510
15792,2023-01-25T23:30,0.997,1.942,4.061,9.091,106.47,27.510
15793,2023-01-26T00:00,0.995,1.876,3.941,8.696,101.99,27.510
15794,2023-01-26T00:30,1.004,2.235,4.237,8.696,107.35,27.460
15795,2023-01-26T01:00,1.096,2.062,4.760,8.696,98.91,27.410
15796,2023-01-26T01:30,0.926,1.646,4.494,8.696,93.73,27.370
15797,2023-01-26T02:00,0.981,1.647,4.938,8.333,100.94,27.370
15798,2023-01-26T02:30,0.953,1.770,5.136,9.091,93.90,27.320
15799,2023-01-26T03:00,1.001,1.728,5.208,8.696,104.28,27.270
15800,2023-01-26T03:30,1.098,1.799,5.675,8.333,122.30,27.220
15801,2023-01-26T04:00,1.069,1.849,5.245,8.000,111.84,27.170
15802,2023-01-26T04:30,1.014,1.497,4.594,8.696,112.80,27.130
15803,2023-01-26T05:00,0.976,1.649,4.454,8.696,121.95,27.130
15804,2023-01-26T05:30,0.959,1.854,4.434,8.696,116.85,27.030
15805,2023-01-26T06:00,0.975,2.074,4.418,7.692,123.71,26.930
15806,2023-01-26T06:30,1.089,1.823,5.106,8.000,121.60,26.890
15807,2023-01-26T07:00,0.953,1.720,4.537,8.333,118.52,26.890
15808,2023-01-26T07:30,0.893,1.722,4.180,8.333,117.29,26.840
15809,2023-01-26T08:00,0.861,1.578,4.267,7.692,130.39,26.840
15810,2023-01-26T08:30,0.825,1.573,4.126,8.333,119.75,26.840
15811,2023-01-26T09:00,0.852,1.334,4.701,8.696,126.61,26.890
15812,2023-01-26T09:30,0.821,1.536,4.795,9.091,104.54,27.030
15813,2023-01-26T10:00,0.883,1.560,5.073,8.333,121.51,27.170
15814,2023-01-26T10:30,0.821,1.234,5.279,8.696,106.47,27.320
15815,2023-01-26T11:00,0.863,1.370,5.385,8.000,129.51,27.510
15816,2023-01-26T11:30,0.746,1.336,4.899,8.333,118.34,27.610
15817,2023-01-26T12:00,0.752,1.428,4.250,8.696,109.20,27.660
15818,2023-01-26T12:30,0.773,1.484,3.954,8.696,123.62,27.660
15819,2023-01-26T13:00,0.868,1.640,4.107,8.000,111.31,27.700
15820,2023-01-26T13:30,0.855,1.739,4.045,8.333,105.07,27.700
15821,2023-01-26T14:00,0.849,1.413,3.917,8.000,104.98,27.800
15822,2023-01-26T14:30,0.789,1.478,3.748,7.692,107.09,27.750
15823,2023-01-26T15:00,0.859,1.668,3.813,8.333,100.50,27.660
15824,2023-01-26T15:30,0.834,1.568,3.576,7.692,104.98,27.660
15825,2023-01-26T16:00,0.891,1.735,3.620,8.000,106.47,27.700
15826,2023-01-26T16:30,0.894,2.030,3.662,8.000,105.07,27.660
15827,2023-01-26T17:00,0.924,1.832,3.479,8.696,106.30,27.610
15828,2023-01-26T17:30,0.938,1.865,3.428,8.333,108.67,27.560
15829,2023-01-26T18:00,0.894,1.415,3.348,8.696,109.46,27.610
15830,2023-01-26T18:30,0.970,1.723,3.400,8.696,109.46,27.560
15831,2023-01-26T19:00,0.979,1.689,3.293,8.696,117.29,27.560
15832,2023-01-26T19:30,0.970,1.718,3.322,8.696,115.88,27.560
15833,2023-01-26T20:00,0.931,1.501,3.228,8.333,115.18,27.510
15834,2023-01-26T20:30,0.994,1.691,3.270,8.000,111.75,27.610
15835,2023-01-26T21:00,0.955,1.526,3.233,3.704,10.74,27.610
15836,2023-01-26T21:30,0.948,1.684,3.403,8.000,106.47,27.560
15837,2023-01-26T22:00,0.958,1.986,3.378,11.111,155.35,27.510
15838,2023-01-26T22:30,0.952,1.895,3.311,3.846,105.51,27.510
15839,2023-01-26T23:00,0.934,1.523,3.510,4.082,104.63,27.460
15840,2023-01-26T23:30,0.898,1.560,3.528,4.255,17.77,27.460
15841,2023-01-27T00:00,0.854,1.399,3.614,4.545,13.29,27.460
15842,2023-01-27T00:30,0.877,1.568,3.515,11.111,149.11,27.410
15843,2023-01-27T01:00,0.878,1.604,3.348,11.111,153.95,27.370
15844,2023-01-27T01:30,0.847,1.650,3.426,9.524,148.23,27.370
15845,2023-01-27T02:00,0.832,1.523,3.364,11.111,150.25,27.370
15846,2023-01-27T02:30,0.881,1.494,3.316,10.526,160.72,27.320
15847,2023-01-27T03:00,0.921,1.587,3.423,11.765,149.55,27.270
15848,2023-01-27T03:30,0.895,1.426,3.403,12.500,151.05,27.220
15849,2023-01-27T04:00,0.894,1.645,3.358,11.765,140.06,27.130
15850,2023-01-27T04:30,0.895,1.448,3.343,11.765,149.64,27.080
15851,2023-01-27T05:00,0.942,1.656,3.723,11.111,143.05,27.030
15852,2023-01-27T05:30,0.903,1.519,3.509,9.524,154.65,26.930
15853,2023-01-27T06:00,0.921,1.497,3.825,9.524,143.40,26.840
15854,2023-01-27T06:30,0.897,1.380,4.213,9.091,169.07,26.700
15855,2023-01-27T07:00,0.879,1.564,4.374,7.692,116.14,26.600
15856,2023-01-27T07:30,0.868,1.495,4.747,8.333,118.96,26.550
15857,2023-01-27T08:00,-99.9,-99.9,-99.9,-99.9,126.17,26.550
15858,2023-01-27T08:30,-99.9,-99.9,-99.9,-99.9,147.53,26.550
15859,2023-01-27T09:00,-99.9,-99.9,-99.9,-99.9,153.60,26.550
15860,2023-01-27T09:30,-99.9,-99.9,-99.9,-99.9,118.69,26.460
15861,2023-01-27T10:00,-99.9,-99.9,-99.9,-99.9,133.11,26.460
15862,2023-01-27T10:30,-99.9,-99.9,-99.9,-99.9,140.23,26.410
15863,2023-01-27T11:00,-99.9,-99.9,-99.9,-99.9,182.08,26.360
15864,2023-01-27T11:30,-99.9,-99.9,-99.9,-99.9,151.31,26.460
15865,2023-01-27T12:00,0.747,1.346,5.497,10.000,147.71,26.510
15866,2023-01-27T12:30,0.715,1.263,5.473,8.696,145.86,26.890
15867,2023-01-27T13:00,0.758,1.176,6.042,8.696,155.62,27.370
15868,2023-01-27T13:30,0.724,1.259,5.877,9.524,148.94,27.320
15869,2023-01-27T14:00,0.731,1.277,5.508,10.000,144.72,27.220
15870,2023-01-27T14:30,0.703,1.189,5.796,8.696,151.05,27.320
15871,2023-01-27T15:00,0.714,1.153,5.722,10.000,154.12,27.370
15872,2023-01-27T15:30,0.725,1.447,5.602,7.692,136.89,27.270
15873,2023-01-27T16:00,0.712,1.173,5.826,11.765,117.11,27.270
15874,2023-01-27T16:30,0.730,1.194,5.499,9.091,139.53,27.270
15875,2023-01-27T17:00,0.712,1.123,5.386,10.000,145.24,27.220
15876,2023-01-27T17:30,0.661,1.121,4.999,12.500,151.13,27.170
15877,2023-01-27T18:00,0.624,0.977,4.124,9.091,142.34,27.130
15878,2023-01-27T18:30,0.629,1.186,3.468,11.765,141.02,27.080
15879,2023-01-27T19:00,0.632,1.296,3.571,10.526,134.25,27.130
15880,2023-01-27T19:30,0.638,1.225,3.680,11.111,145.86,27.130
15881,2023-01-27T20:00,0.650,1.108,3.632,8.696,121.95,27.130
15882,2023-01-27T20:30,0.626,1.248,3.321,8.696,138.39,27.080
15883,2023-01-27T21:00,0.625,1.007,3.476,8.000,129.86,27.080
15884,2023-01-27T21:30,0.604,1.060,3.475,11.111,134.96,27.080
15885,2023-01-27T22:00,0.622,1.104,3.451,8.000,130.12,27.080
15886,2023-01-27T22:30,0.658,1.273,3.912,8.696,138.47,27.080
15887,2023-01-27T23:00,0.637,1.094,3.669,7.692,126.25,27.130
15888,2023-01-27T23:30,0.634,1.129,3.935,9.524,136.98,26.930
15889,2023-01-28T00:00,0.591,1.213,3.986,10.526,113.33,26.930
15890,2023-01-28T00:30,0.606,1.152,4.338,7.143,127.92,26.930
15891,2023-01-28T01:00,0.587,1.210,4.391,8.333,133.38,26.930
15892,2023-01-28T01:30,0.689,1.150,5.168,9.524,133.20,26.980
15893,2023-01-28T02:00,0.607,1.135,5.290,8.696,141.46,26.980
15894,2023-01-28T02:30,0.672,1.168,5.654,6.667,125.38,26.930
15895,2023-01-28T03:00,0.644,1.131,5.801,8.000,144.36,27.030
15896,2023-01-28T03:30,0.628,1.008,5.523,10.526,161.68,26.980
15897,2023-01-28T04:00,0.670,1.075,5.920,7.692,126.43,26.980
15898,2023-01-28T04:30,0.674,0.977,5.895,8.333,123.97,26.980
15899,2023-01-28T05:00,0.698,1.391,5.966,9.524,133.90,26.980
15900,2023-01-28T05:30,0.741,1.093,6.224,9.091,138.30,26.980
15901,2023-01-28T06:00,0.686,1.073,5.688,9.524,126.69,26.930
15902,2023-01-28T06:30,0.692,1.275,6.098,8.696,122.12,26.930
15903,2023-01-28T07:00,0.714,1.150,5.764,10.526,126.69,26.930
15904,2023-01-28T07:30,0.729,1.309,5.600,8.000,114.65,26.930
15905,2023-01-28T08:00,0.767,1.248,5.687,9.524,105.77,27.080
15906,2023-01-28T08:30,0.702,1.632,5.488,10.000,108.06,27.080
15907,2023-01-28T09:00,0.707,1.204,5.430,10.526,126.87,27.370
15908,2023-01-28T09:30,0.752,1.217,5.775,10.000,97.16,27.560
15909,2023-01-28T10:00,0.663,1.114,5.769,10.526,115.44,27.610
15910,2023-01-28T10:30,0.747,1.211,6.287,9.524,121.42,27.900
15911,2023-01-28T11:00,0.716,1.251,6.354,9.091,122.83,28.340
15912,2023-01-28T11:30,0.726,1.167,6.620,10.000,132.06,28.830
15913,2023-01-28T12:00,0.702,1.135,6.630,9.524,117.82,28.980
15914,2023-01-28T12:30,0.704,1.032,6.766,8.333,120.63,28.580
15915,2023-01-28T13:00,0.744,1.215,6.679,9.524,114.39,28.580
15916,2023-01-28T13:30,0.695,1.107,6.778,10.000,120.45,29.470
15917,2023-01-28T14:00,0.801,1.514,6.764,9.524,116.41,29.420
15918,2023-01-28T14:30,0.836,1.415,6.389,9.091,118.25,28.930
15919,2023-01-28T15:00,0.795,1.371,5.994,9.091,117.99,28.340
15920,2023-01-28T15:30,0.779,1.515,5.342,9.524,120.28,27.900
15921,2023-01-28T16:00,0.784,1.567,4.810,9.091,113.86,27.900
15922,2023-01-28T16:30,0.804,1.378,5.079,9.524,108.76,27.560
15923,2023-01-28T17:00,0.764,1.443,4.538,9.091,117.38,27.510
15924,2023-01-28T17:30,0.762,1.311,4.683,9.524,119.57,27.370
15925,2023-01-28T18:00,0.793,1.251,4.136,9.524,109.82,27.370
15926,2023-01-28T18:30,0.802,1.377,3.957,9.091,117.99,27.270
15927,2023-01-28T19:00,0.864,1.694,3.964,9.091,112.54,27.270
15928,2023-01-28T19:30,0.898,1.698,3.849,8.696,109.29,27.170
15929,2023-01-28T20:00,0.904,1.594,4.169,8.333,132.14,27.130
15930,2023-01-28T20:30,0.903,1.665,3.928,9.091,114.47,27.130
15931,2023-01-28T21:00,0.859,1.538,3.761,9.091,114.30,27.080
15932,2023-01-28T21:30,0.886,1.459,3.905,9.524,109.02,27.030
15933,2023-01-28T22:00,0.854,1.668,3.783,10.000,136.45,27.130
15934,2023-01-28T22:30,0.836,1.543,3.827,9.091,111.92,27.080
15935,2023-01-28T23:00,0.843,1.551,3.935,8.696,116.41,27.130
15936,2023-01-28T23:30,0.841,1.414,3.936,9.091,114.56,27.170
15937,2023-01-29T00:00,0.830,1.520,3.919,8.696,120.45,27.130
15938,2023-01-29T00:30,0.781,1.284,3.985,8.696,127.31,27.220
15939,2023-01-29T01:00,0.796,1.617,4.156,9.091,126.87,27.370
15940,2023-01-29T01:30,0.788,1.283,4.202,9.524,117.11,27.370
15941,2023-01-29T02:00,0.759,1.127,4.105,9.091,109.73,27.270
15942,2023-01-29T02:30,0.814,1.383,4.620,9.091,119.75,27.170
15943,2023-01-29T03:00,0.823,1.536,4.648,9.091,120.28,27.170
15944,2023-01-29T03:30,0.775,1.413,4.728,8.696,121.16,27.270
15945,2023-01-29T04:00,0.825,1.281,4.955,10.000,113.95,27.270
15946,2023-01-29T04:30,0.820,1.435,5.146,9.091,140.14,27.170
15947,2023-01-29T05:00,0.835,1.348,5.064,14.286,151.92,27.130
15948,2023-01-29T05:30,0.841,1.560,5.221,8.696,118.87,27.130
15949,2023-01-29T06:00,0.835,1.437,5.197,9.091,141.02,27.130
15950,2023-01-29T06:30,0.836,1.341,5.182,13.333,146.47,27.130
15951,2023-01-29T07:00,0.820,1.439,4.962,9.091,99.44,27.030
15952,2023-01-29T07:30,0.853,1.484,5.077,14.286,136.45,26.980
15953,2023-01-29T08:00,0.887,1.478,5.136,13.333,140.58,27.030
15954,2023-01-29T08:30,0.882,1.502,5.151,8.696,91.09,27.030
15955,2023-01-29T09:00,0.838,1.519,5.040,13.333,152.98,27.030
15956,2023-01-29T09:30,0.867,1.347,5.369,13.333,151.05,27.170
15957,2023-01-29T10:00,0.833,1.476,5.007,13.333,150.43,27.320
15958,2023-01-29T10:30,0.811,1.425,5.613,13.333,158.34,27.370
15959,2023-01-29T11:00,0.804,1.520,5.752,12.500,161.24,27.130
15960,2023-01-29T11:30,0.781,1.357,6.127,12.500,102.78,27.950
15961,2023-01-29T12:00,0.769,1.188,6.030,8.696,117.82,27.510
15962,2023-01-29T12:30,0.778,1.331,6.060,13.333,139.97,27.370
15963,2023-01-29T13:00,0.811,1.203,5.997,12.500,147.27,27.510
15964,2023-01-29T13:30,0.716,1.223,5.334,12.500,98.56,27.460
15965,2023-01-29T14:00,0.731,1.217,5.223,13.333,151.84,27.460
15966,2023-01-29T14:30,0.755,1.353,5.233,13.333,145.86,27.460
15967,2023-01-29T15:00,0.787,1.401,4.553,13.333,151.57,27.750
15968,2023-01-29T15:30,0.733,1.232,4.269,12.500,143.75,27.800
15969,2023-01-29T16:00,0.804,1.494,4.339,13.333,144.36,27.900
15970,2023-01-29T16:30,0.790,1.715,4.453,12.500,152.63,27.800
15971,2023-01-29T17:00,0.776,1.355,4.058,13.333,147.00,27.610
15972,2023-01-29T17:30,0.738,1.302,3.836,9.091,104.01,27.410
15973,2023-01-29T18:00,0.778,1.378,3.989,11.765,153.16,27.370
15974,2023-01-29T18:30,0.747,1.242,3.639,12.500,107.53,27.370
15975,2023-01-29T19:00,0.821,1.304,3.931,8.696,127.31,27.370
15976,2023-01-29T19:30,0.809,1.281,4.103,8.696,147.71,27.220
15977,2023-01-29T20:00,0.820,1.355,3.987,9.091,106.21,27.270
15978,2023-01-29T20:30,0.751,1.438,3.911,9.091,107.79,27.270
15979,2023-01-29T21:00,0.777,1.319,4.205,12.500,139.71,27.270
15980,2023-01-29T21:30,0.797,1.518,4.128,13.333,134.61,27.170
15981,2023-01-29T22:00,0.772,1.475,3.870,12.500,148.50,27.080
15982,2023-01-29T22:30,0.789,1.355,4.098,13.333,148.67,27.030
15983,2023-01-29T23:00,0.732,1.376,3.817,12.500,136.19,26.980
15984,2023-01-29T23:30,0.743,1.383,3.844,12.500,145.86,27.030
15985,2023-01-30T00:00,0.805,1.353,4.241,12.500,146.30,27.080
15986,2023-01-30T00:30,0.725,1.254,3.971,8.696,137.51,27.080
15987,2023-01-30T01:00,0.761,1.352,3.873,9.524,126.87,27.030
15988,2023-01-30T01:30,0.738,1.300,3.936,8.333,135.92,27.030
15989,2023-01-30T02:00,0.706,1.359,3.782,9.091,131.00,27.030
15990,2023-01-30T02:30,0.748,1.517,3.844,8.333,136.80,27.080
15991,2023-01-30T03:00,0.763,1.476,3.919,13.333,121.68,27.080
15992,2023-01-30T03:30,0.752,1.396,3.844,12.500,145.07,27.080
15993,2023-01-30T04:00,0.756,1.387,3.986,13.333,147.88,27.080
15994,2023-01-30T04:30,0.750,1.367,4.100,13.333,140.76,27.080
15995,2023-01-30T05:00,0.784,1.442,3.969,12.500,141.99,27.030
15996,2023-01-30T05:30,0.731,1.195,3.893,9.091,135.92,26.980
15997,2023-01-30T06:00,0.716,1.247,3.997,13.333,139.97,26.890
15998,2023-01-30T06:30,0.718,1.362,4.008,12.500,128.10,26.840
15999,2023-01-30T07:00,0.724,1.325,4.337,9.091,125.38,26.650
16000,2023-01-30T07:30,0.741,1.395,4.517,13.333,138.03,26.600
16001,2023-01-30T08:00,0.643,1.138,4.240,8.696,118.96,26.650
16002,2023-01-30T08:30,0.722,1.314,4.386,8.696,134.25,26.740
16003,2023-01-30T09:00,0.739,1.381,4.834,13.333,139.44,26.890
16004,2023-01-30T09:30,0.774,1.154,5.054,9.091,125.29,26.930
16005,2023-01-30T10:00,0.701,1.358,4.658,8.696,120.72,27.030
16006,2023-01-30T10:30,0.655,1.267,4.734,12.500,138.21,26.980
16007,2023-01-30T11:00,0.632,1.105,4.467,13.333,130.91,26.980
16008,2023-01-30T11:30,0.661,1.404,4.321,8.696,128.80,27.030
16009,2023-01-30T12:00,0.619,1.195,3.837,9.524,119.49,27.030
16010,2023-01-30T12:30,0.665,1.258,3.764,9.524,122.91,27.080
16011,2023-01-30T13:00,0.625,1.249,3.881,9.524,120.72,27.130
16012,2023-01-30T13:30,0.672,1.280,4.039,9.091,115.97,27.220
16013,2023-01-30T14:00,0.665,1.188,3.563,9.091,117.11,27.220
16014,2023-01-30T14:30,0.701,1.304,3.669,9.091,136.98,27.170
16015,2023-01-30T15:00,0.787,1.461,3.685,9.091,113.77,27.220
16016,2023-01-30T15:30,0.770,1.419,3.576,9.091,110.08,27.130
16017,2023-01-30T16:00,0.773,1.330,3.318,9.524,115.35,27.170
16018,2023-01-30T16:30,0.817,1.584,3.554,9.524,111.57,27.030
16019,2023-01-30T17:00,0.811,1.408,3.623,9.091,115.62,27.030
16020,2023-01-30T17:30,0.891,2.019,3.792,9.524,112.19,26.930
16021,2023-01-30T18:00,0.844,1.572,3.553,9.091,109.46,26.980
16022,2023-01-30T18:30,0.868,1.443,3.626,9.524,115.97,26.930
16023,2023-01-30T19:00,0.899,1.564,3.513,9.091,115.62,26.840
16024,2023-01-30T19:30,0.916,1.589,3.568,9.524,121.16,26.790
16025,2023-01-30T20:00,0.906,1.771,3.421,9.091,117.90,26.740
16026,2023-01-30T20:30,0.949,1.714,3.400,8.696,124.50,26.650
16027,2023-01-30T21:00,0.957,1.523,3.542,9.091,122.83,26.600
16028,2023-01-30T21:30,0.999,1.875,3.708,8.696,125.55,26.650
16029,2023-01-30T22:00,0.974,1.915,3.763,9.091,132.50,26.650
16030,2023-01-30T22:30,0.936,1.613,3.777,9.091,138.03,26.650
16031,2023-01-30T23:00,0.999,1.635,3.800,9.091,129.60,26.600
16032,2023-01-30T23:30,0.956,1.718,3.718,9.524,129.16,26.550
16033,2023-01-31T00:00,0.942,1.548,3.729,9.091,129.33,26.460
16034,2023-01-31T00:30,0.943,1.676,3.536,9.091,134.96,26.460
16035,2023-01-31T01:00,0.924,1.434,3.686,9.091,125.90,26.360
16036,2023-01-31T01:30,0.910,1.595,3.489,9.524,124.58,26.320
16037,2023-01-31T02:00,0.932,1.371,3.587,9.524,129.07,26.320
16038,2023-01-31T02:30,0.929,1.551,3.509,9.524,122.56,26.360
16039,2023-01-31T03:00,0.925,1.401,3.433,9.091,130.56,26.320
16040,2023-01-31T03:30,0.895,1.677,3.508,9.091,124.14,26.320
16041,2023-01-31T04:00,0.884,1.517,3.469,9.524,131.35,26.320
16042,2023-01-31T04:30,0.871,1.625,3.759,12.500,123.27,26.320
16043,2023-01-31T05:00,0.849,1.616,3.689,8.696,118.08,26.320
16044,2023-01-31T05:30,0.829,1.434,3.585,12.500,114.65,26.360
16045,2023-01-31T06:00,0.881,1.422,3.741,11.765,118.69,26.320
16046,2023-01-31T06:30,0.834,1.637,3.586,11.765,122.30,26.270
16047,2023-01-31T07:00,0.866,1.370,3.505,9.091,117.29,26.170
16048,2023-01-31T07:30,0.859,1.551,3.573,9.091,120.10,26.170
16049,2023-01-31T08:00,0.897,1.726,3.703,9.524,125.38,26.130
16050,2023-01-31T08:30,0.943,1.825,3.595,10.526,128.19,26.130
16051,2023-01-31T09:00,0.957,1.710,3.505,9.524,123.62,26.130
16052,2023-01-31T09:30,0.960,1.940,3.676,11.111,119.49,26.130
16053,2023-01-31T10:00,0.933,1.796,3.657,9.091,121.51,26.170
16054,2023-01-31T10:30,0.959,1.978,3.530,11.765,110.34,26.170
16055,2023-01-31T11:00,0.964,2.011,3.450,11.111,123.09,26.220
16056,2023-01-31T11:30,0.968,1.686,3.497,11.111,123.27,26.220
16057,2023-01-31T12:00,0.915,1.526,3.335,9.524,114.03,26.270
16058,2023-01-31T12:30,1.016,1.740,3.620,9.091,120.80,26.270
16059,2023-01-31T13:00,0.959,1.576,3.296,10.526,117.46,26.320
16060,2023-01-31T13:30,0.968,1.602,3.447,11.111,140.50,26.320
16061,2023-01-31T14:00,0.936,1.723,3.388,9.091,114.74,26.320
16062,2023-01-31T14:30,0.989,1.580,3.602,9.524,109.64,26.320
16063,2023-01-31T15:00,0.931,1.411,3.425,11.111,120.10,26.320
16064,2023-01-31T15:30,0.982,1.728,3.378,8.696,106.21,26.320
16065,2023-01-31T16:00,1.058,1.909,3.395,11.111,131.18,26.270
16066,2023-01-31T16:30,1.073,1.841,3.382,10.000,116.32,26.220
16067,2023-01-31T17:00,1.167,2.182,3.695,9.091,113.24,26.130
16068,2023-01-31T17:30,1.236,2.075,3.641,10.000,103.66,26.130
16069,2023-01-31T18:00,1.190,2.200,3.496,5.000,3.53,26.080
16070,2023-01-31T18:30,1.282,2.305,3.694,5.128,4.76,26.130
16071,2023-01-31T19:00,1.365,2.107,3.851,4.651,358.61,26.030
16072,2023-01-31T19:30,1.263,2.113,3.620,4.651,6.17,25.990
16073,2023-01-31T20:00,1.450,2.320,3.791,5.000,3.18,25.840
16074,2023-01-31T20:30,1.444,2.958,3.797,5.714,2.65,25.890
16075,2023-01-31T21:00,1.471,2.642,4.054,6.250,13.29,25.840
16076,2023-01-31T21:30,1.426,2.946,3.946,5.714,15.22,25.840
16077,2023-01-31T22:00,1.364,2.695,4.303,5.882,10.65,25.750
16078,2023-01-31T22:30,1.313,2.184,4.005,6.250,10.30,25.660
16079,2023-01-31T23:00,1.285,2.514,4.239,6.452,12.14,25.560
16080,2023-01-31T23:30,1.216,1.898,4.261,6.897,17.07,25.470
16081,2023-02-01T00:00,1.213,2.455,4.421,6.667,9.60,25.470
16082,2023-02-01T00:30,1.148,2.121,4.583,7.143,14.08,25.610
16083,2023-02-01T01:00,1.248,2.495,4.890,6.897,25.68,25.660
16084,2023-02-01T01:30,1.254,1.902,5.073,7.143,15.31,25.610
16085,2023-02-01T02:00,1.184,2.127,4.881,6.897,17.42,25.560
16086,2023-02-01T02:30,1.117,2.139,5.093,6.897,19.53,25.560
16087,2023-02-01T03:00,1.125,1.770,5.375,6.897,14.08,25.520
16088,2023-02-01T03:30,1.198,1.942,5.135,6.667,16.98,25.470
16089,2023-02-01T04:00,1.180,2.211,4.901,6.667,12.06,25.420
16090,2023-02-01T04:30,1.100,2.252,4.620,7.143,21.55,25.380
16091,2023-02-01T05:00,1.145,2.082,4.410,6.667,17.95,25.330
16092,2023-02-01T05:30,1.109,2.033,4.801,6.452,10.83,25.240
